flips												logical error	no logical error	
1	1	0	0	1	0	0	0	0	1	0	1	14	27	0
1	0	0	0	0	0	0	0	1	1	0	0	19	37	0
1	1	0	1	1	0	0	0	1	0	0	0	12	39	0
1	0	0	0	1	0	1	0	1	0	0	1	8	31	0
1	0	1	0	1	1	0	1	1	1	0	1	15	34	0
0	0	0	0	0	1	0	1	0	1	1	1	11	34	0
0	1	1	1	0	1	1	0	0	0	0	1	10	32	0
1	1	0	1	0	1	0	0	1	1	1	1	15	30	0
0	0	1	1	1	1	0	0	1	1	1	0	14	45	0
0	0	0	1	1	0	0	0	1	1	1	0	10	39	0
1	0	0	0	1	1	1	1	1	1	0	0	9	41	0
1	0	0	0	1	1	0	0	0	1	0	0	23	34	0
1	0	1	1	1	0	1	0	1	1	1	1	10	35	0
0	1	0	0	1	0	0	0	1	0	0	0	11	29	0
1	1	1	1	0	1	0	0	0	1	1	1	16	35	0
0	1	1	1	1	1	0	0	0	1	1	0	10	28	0
1	1	1	1	0	1	0	0	1	0	0	0	13	42	0
1	0	1	0	0	1	0	0	1	1	0	0	9	39	0
0	0	1	1	0	0	1	1	0	0	0	1	12	34	0
0	1	0	1	1	0	0	1	1	0	1	0	13	38	0
0	0	0	0	0	1	1	1	1	1	0	1	9	38	0
0	1	1	1	1	0	1	1	0	0	0	0	14	29	0
0	1	0	1	0	0	1	0	1	1	0	1	15	40	0
1	0	1	1	0	0	0	1	1	0	0	0	19	36	0
0	1	1	1	0	1	1	0	1	0	0	0	14	38	0
1	1	1	0	0	0	1	1	0	1	1	0	13	37	0
1	1	1	0	1	0	0	0	1	0	0	1	10	39	0
1	0	1	0	1	1	0	1	1	0	1	1	10	36	0
1	0	0	1	0	1	0	0	0	0	1	1	17	33	0
0	1	0	0	0	1	1	1	0	1	0	1	11	36	0
1	1	0	1	1	0	1	0	0	1	0	0	13	42	0
0	0	1	1	0	1	1	1	0	1	0	1	17	40	0
1	1	1	0	1	1	0	0	1	0	0	1	13	24	0
1	1	1	0	1	0	1	1	0	0	1	1	10	32	0
1	1	0	1	0	1	1	1	0	0	0	0	14	34	0
0	0	1	1	1	0	0	1	0	0	1	0	11	44	0
0	1	0	1	0	1	1	1	1	0	0	0	16	48	0
0	0	0	0	0	1	1	1	0	0	1	0	11	24	0
1	1	1	0	1	0	1	0	0	1	1	1	12	36	0
0	1	0	0	0	1	0	0	0	1	1	0	18	39	0
0	1	0	1	1	1	1	0	1	0	0	0	11	35	0
0	0	0	0	0	1	1	0	1	1	0	0	10	31	0
0	0	0	0	1	0	1	0	1	1	0	1	8	40	0
1	0	0	0	0	1	0	0	0	1	0	1	14	32	0
0	0	0	0	0	0	0	0	0	0	1	1	17	37	0
0	1	0	0	1	1	1	0	0	1	1	1	13	45	0
1	1	1	1	0	0	1	0	0	1	1	0	17	38	0
1	0	1	0	1	0	1	1	0	0	0	0	17	40	0
0	1	1	1	1	1	0	0	0	0	1	1	9	30	0
0	0	1	0	1	0	0	0	1	1	0	0	12	42	0
1	0	0	0	0	1	1	0	0	1	0	1	14	30	0
1	0	0	0	0	0	0	1	0	1	1	1	11	31	0
0	0	0	1	1	0	1	0	0	1	0	1	16	32	0
1	1	1	1	0	0	0	0	0	1	1	1	11	30	0
1	0	0	0	1	1	0	0	0	1	1	1	11	31	0
0	0	0	1	1	1	1	0	1	1	0	1	16	42	0
0	0	0	1	1	0	1	1	0	0	0	0	7	43	0
0	1	1	0	0	0	0	1	0	1	1	0	7	28	0
1	1	1	1	0	0	0	1	1	1	1	1	9	27	0
0	1	0	1	0	0	0	0	0	0	0	0	8	38	0
1	0	1	1	0	1	1	1	0	1	1	0	11	29	0
0	0	0	1	0	1	0	1	1	1	1	0	16	30	0
0	0	1	0	1	0	0	0	1	0	1	1	26	31	0
1	1	1	1	0	1	1	1	0	1	0	1	19	37	0
1	0	0	0	1	0	1	0	0	1	0	1	7	35	0
1	1	1	0	0	0	0	1	1	0	1	0	10	30	0
1	0	0	1	1	1	0	1	1	0	0	0	13	39	0
0	0	0	1	1	1	1	0	1	1	1	0	13	31	0
0	0	1	0	1	1	0	1	1	0	0	1	12	37	0
0	1	0	1	0	0	1	1	0	0	0	1	12	23	0
0	0	1	0	0	0	0	1	0	0	0	1	13	29	0
1	0	0	0	1	0	1	0	0	0	0	1	18	36	0
1	1	0	1	1	1	0	0	1	0	0	0	15	28	0
0	0	1	0	0	0	1	1	0	0	1	1	21	41	0
0	1	1	0	0	0	0	0	1	1	1	1	15	33	0
1	1	1	1	0	1	1	0	0	1	0	0	6	45	0
1	1	0	0	1	1	1	1	0	0	1	1	10	36	0
1	0	0	1	0	1	0	1	0	1	1	0	12	32	0
1	0	1	1	1	1	0	0	0	0	0	1	8	33	0
1	0	0	1	1	1	1	1	1	0	0	1	12	42	0
1	1	1	1	1	0	1	1	1	1	1	1	13	39	0
0	0	1	1	1	1	1	0	1	0	1	0	21	37	0
1	1	0	0	1	0	0	0	1	0	1	0	11	35	0
1	1	0	0	1	0	1	0	0	1	0	0	17	27	0
0	0	0	0	1	1	1	0	1	0	0	0	11	41	0
0	1	1	1	1	0	0	0	1	0	1	0	12	41	0
1	1	1	0	0	1	1	0	0	1	0	1	12	35	0
0	1	1	1	0	1	1	1	1	1	0	0	19	39	0
0	0	0	0	0	1	1	1	0	1	1	1	16	50	0
0	0	0	0	1	0	1	0	0	0	1	0	14	28	0
0	1	0	0	0	1	1	0	1	1	0	0	9	46	0
1	1	0	1	0	1	0	0	0	0	1	0	11	38	0
1	0	0	1	1	0	1	1	1	0	0	1	12	25	0
1	0	1	0	1	0	1	0	0	0	0	0	9	34	0
0	1	1	1	1	1	1	0	1	0	0	0	15	36	0
1	0	0	1	0	0	0	1	0	0	0	0	11	37	0
1	0	1	0	1	1	1	0	1	0	0	1	13	33	0
1	1	1	1	0	1	1	1	0	1	1	0	17	44	0
0	0	1	1	1	1	0	0	1	1	0	0	14	41	0
0	0	0	1	1	1	1	0	1	0	1	0	13	34	0
1	1	0	0	1	0	0	0	0	1	0	0	14	38	0
0	0	0	1	1	1	0	1	1	1	0	1	13	33	0
1	0	1	0	1	1	0	0	1	0	0	1	11	33	0
0	1	1	1	1	1	1	0	1	1	0	1	11	42	0
0	1	1	1	0	1	1	0	1	1	0	1	8	34	0
1	1	1	1	1	0	1	0	0	1	0	0	6	33	0
0	0	1	1	1	0	0	0	1	1	1	1	12	29	0
1	0	1	1	0	0	1	1	0	0	0	1	8	45	0
0	0	0	1	0	1	1	0	0	1	1	1	13	29	0
1	0	1	1	1	0	0	1	1	0	1	0	10	40	0
0	0	1	0	1	1	0	1	1	1	1	1	6	33	0
1	1	0	1	1	1	1	1	1	0	1	1	11	47	0
1	1	0	1	0	1	1	1	1	1	1	1	6	38	0
0	1	0	1	0	1	0	1	0	0	0	0	10	49	0
0	1	0	1	1	1	1	0	1	0	0	1	13	41	0
1	0	0	1	0	0	0	1	1	1	0	1	11	46	0
1	0	0	0	0	0	1	0	0	0	0	0	13	35	0
0	1	0	1	1	0	0	1	1	0	0	1	11	39	0
1	0	0	0	1	0	1	0	1	1	1	1	17	33	0
0	0	1	1	0	1	1	1	1	0	0	0	11	38	0
0	0	0	1	0	0	0	0	0	0	0	1	14	43	0
0	0	1	1	1	1	0	0	1	0	1	0	10	53	0
1	0	1	1	0	0	1	0	0	0	0	0	11	36	0
1	0	1	1	1	1	0	0	1	0	0	0	12	32	0
1	0	0	0	0	0	0	1	0	0	1	0	12	34	0
0	1	1	1	1	0	1	1	1	1	0	0	17	37	0
1	1	0	1	1	0	0	1	1	1	1	1	12	39	0
1	0	1	1	0	1	1	1	1	0	1	1	13	42	0
0	0	0	0	1	0	1	1	0	0	0	1	15	34	0
1	1	1	1	1	1	1	0	1	0	0	1	13	35	0
0	0	0	0	0	0	0	0	0	1	0	0	16	37	0
1	0	0	0	1	0	1	1	0	0	0	1	8	40	0
0	1	0	1	1	0	0	1	0	0	0	0	14	33	0
1	1	0	1	1	1	0	1	1	0	0	0	10	47	0
1	0	0	1	1	1	1	1	1	1	0	0	9	39	0
1	0	0	0	0	1	1	1	1	1	0	1	17	41	0
1	1	1	1	1	0	0	1	1	0	1	1	8	39	0
0	1	0	1	0	1	1	0	1	0	1	1	11	33	0
1	1	1	0	0	0	0	0	1	0	0	0	12	33	0
0	0	0	0	0	1	0	0	0	0	1	0	12	39	0
1	0	1	1	0	0	0	1	1	1	1	0	17	34	0
1	0	0	0	1	0	0	0	0	0	1	1	11	43	0
0	1	1	1	0	1	1	0	1	0	0	1	20	31	0
0	1	1	1	0	1	0	1	1	0	1	1	18	40	0
0	1	0	0	0	0	1	0	0	0	0	1	9	28	0
0	0	1	1	1	0	0	1	0	1	0	0	13	48	0
0	0	0	0	0	1	1	0	0	1	0	0	15	31	0
0	0	1	0	0	0	0	0	1	1	1	1	14	40	0
0	1	0	1	1	0	0	0	1	0	0	1	14	40	0
0	1	0	0	1	0	0	0	1	0	1	0	6	29	0
0	0	1	1	1	1	0	0	1	0	0	0	10	29	0
0	1	1	1	0	0	0	0	0	1	0	1	13	38	0
1	0	1	0	1	0	0	1	0	1	0	1	10	43	0
0	0	0	0	1	0	0	0	0	1	1	0	9	40	0
0	0	0	1	0	1	1	0	0	0	1	1	11	37	0
1	0	1	1	0	0	1	1	0	1	1	1	11	40	0
1	1	1	1	0	1	0	1	0	0	0	1	18	29	0
1	1	1	0	1	0	1	0	0	1	0	0	18	38	0
0	1	1	0	0	1	0	1	1	1	1	1	12	35	0
1	0	0	0	0	0	0	0	1	0	0	1	12	30	0
0	1	0	1	1	0	0	0	1	1	1	1	10	36	0
0	1	1	0	0	1	1	0	0	1	0	0	16	35	0
1	0	1	1	1	1	1	0	0	0	0	1	9	30	0
1	1	0	1	0	0	0	0	1	0	0	0	11	27	0
0	1	1	1	0	0	1	1	0	1	0	0	12	30	0
1	0	1	0	0	0	1	0	1	1	1	1	18	44	0
0	0	0	1	0	1	1	0	1	1	0	0	16	32	0
1	0	0	1	1	1	0	0	0	0	0	0	11	29	0
0	1	1	0	0	1	1	1	1	0	1	1	11	41	0
1	0	1	0	0	1	0	1	1	1	0	1	10	41	0
0	1	0	1	1	0	1	1	1	0	0	0	14	40	0
0	1	0	1	1	0	0	1	1	0	0	0	13	31	0
0	1	0	1	0	0	0	1	0	1	0	0	13	42	0
0	0	0	0	0	0	0	0	1	1	0	1	14	38	0
1	1	0	0	1	0	0	1	1	1	1	0	11	41	0
1	1	1	1	1	0	0	0	1	1	1	0	11	47	0
1	0	1	0	0	1	0	0	0	0	0	1	19	28	0
0	0	0	0	1	0	1	0	0	1	0	1	8	28	0
1	0	1	1	1	0	0	0	1	1	1	0	13	34	0
1	1	0	0	1	0	0	0	0	1	1	0	13	46	0
1	1	1	1	0	0	1	0	1	0	0	1	16	34	0
1	1	0	1	1	0	1	0	0	1	1	1	14	28	0
1	1	1	1	0	0	0	1	1	1	0	1	13	45	0
0	0	0	1	1	0	0	1	0	0	0	0	16	37	0
1	0	1	0	0	0	0	0	1	0	1	0	11	31	0
0	1	0	0	1	1	0	0	1	0	0	0	10	34	0
0	1	0	1	0	1	0	0	0	0	0	1	8	34	0
0	0	0	1	0	1	0	1	0	1	0	1	10	46	0
0	1	1	1	0	1	0	1	1	1	1	0	15	45	0
0	0	1	1	0	1	0	1	1	0	1	1	15	43	0
0	0	0	1	1	1	1	0	0	1	1	1	14	32	0
0	1	1	0	0	0	1	1	1	0	1	1	25	28	0
1	1	0	0	0	0	0	0	0	1	0	0	14	38	0
0	1	1	1	0	0	0	1	1	1	0	0	13	26	0
0	0	1	1	0	1	0	1	1	1	1	0	12	39	0
1	0	1	1	1	0	0	1	0	0	0	1	14	34	0
0	0	1	0	0	0	0	1	1	0	1	0	6	39	0
1	0	0	0	1	1	1	1	1	0	1	1	9	36	0
1	1	1	0	0	1	1	1	1	1	1	1	10	31	0
0	1	1	1	1	0	1	0	0	0	0	0	18	29	0
0	1	1	0	1	1	1	1	1	0	1	0	11	39	0
1	1	0	1	0	0	0	1	1	1	0	0	15	46	0
0	1	0	1	1	0	0	1	0	1	0	0	8	35	0
0	1	1	0	1	1	1	0	0	0	1	0	14	39	0
0	1	1	1	1	0	1	1	1	0	1	1	7	35	0
0	1	1	0	0	1	0	1	1	0	0	1	18	48	0
0	1	0	0	0	0	1	0	1	0	1	1	11	39	0
1	1	0	1	1	0	1	1	0	0	0	0	13	36	0
0	1	0	0	0	1	1	1	1	0	0	0	9	32	0
0	1	0	1	1	0	1	0	1	1	0	1	16	29	0
1	1	0	0	0	0	0	0	1	0	1	1	18	40	0
0	0	0	1	0	0	1	1	1	1	0	1	13	28	0
0	1	1	1	1	1	1	1	1	0	1	1	17	37	0
1	1	1	1	1	1	1	0	0	1	1	0	26	37	0
0	1	0	1	0	1	1	1	1	0	1	1	13	34	0
1	1	1	1	0	0	0	0	1	1	1	0	17	37	0
0	1	1	0	1	0	1	1	0	1	0	1	15	30	0
0	1	0	0	0	1	0	1	0	1	0	0	9	31	0
1	0	0	1	0	0	1	0	0	1	0	1	16	32	0
1	1	0	1	0	1	1	0	1	0	1	0	10	42	0
1	0	0	1	1	1	0	1	0	1	1	0	16	36	0
0	0	0	1	1	0	1	1	0	1	0	1	9	34	0
0	1	0	0	0	1	0	0	0	0	0	0	21	34	0
0	1	0	1	0	1	0	1	1	0	0	1	12	33	0
1	0	0	0	1	0	0	1	0	1	0	1	9	42	0
0	1	1	1	0	0	1	0	1	1	1	1	12	33	0
1	1	1	1	1	1	1	0	1	1	0	1	14	43	0
1	0	1	0	1	1	1	1	0	0	1	1	9	36	0
0	0	0	0	1	1	0	1	1	0	1	1	11	33	0
1	0	1	1	1	0	1	0	0	1	0	1	16	30	0
1	1	0	1	1	0	1	0	0	1	0	1	14	34	0
0	0	1	1	1	1	1	0	0	1	1	0	17	25	0
1	1	0	0	1	0	1	0	0	1	1	1	14	47	0
0	1	1	0	0	0	0	1	0	1	1	1	14	38	0
1	0	1	0	1	0	0	1	0	0	0	0	16	44	0
1	0	0	0	1	1	1	0	1	1	0	1	11	33	0
0	1	1	0	1	1	1	1	1	0	0	0	9	44	0
0	0	1	0	1	0	0	0	0	0	0	1	15	35	0
1	0	1	1	1	0	0	1	0	0	0	0	13	45	0
0	1	0	1	0	0	1	1	0	1	0	0	17	31	0
0	0	0	0	0	0	0	1	0	0	0	0	17	35	0
0	1	1	0	0	0	0	0	0	0	1	0	12	30	0
0	0	1	1	1	1	0	0	0	1	1	0	11	42	0
0	0	1	0	1	1	0	0	1	1	0	0	13	30	0
0	0	1	1	1	1	1	1	0	0	0	1	9	31	0
0	0	1	0	0	1	1	1	0	1	0	1	15	26	0
1	0	0	1	0	0	0	0	0	0	1	1	18	40	0
0	1	1	0	0	1	0	1	1	0	0	0	8	39	0
1	0	1	1	1	1	1	1	1	0	0	0	6	30	0
0	1	1	1	1	1	1	0	1	1	1	0	14	36	0
0	1	0	0	1	0	0	0	0	1	0	0	9	39	0
0	1	0	1	1	1	0	0	1	1	1	0	12	34	0
1	0	1	0	1	0	0	1	1	0	0	0	19	41	0
0	0	0	1	0	0	0	0	0	1	1	1	15	30	0
1	1	1	0	0	0	0	1	1	0	1	1	16	40	0
0	0	1	0	0	0	1	0	0	0	1	1	13	45	0
0	1	0	1	1	1	0	0	1	0	1	1	11	32	0
0	1	1	0	1	0	0	0	1	0	0	0	8	48	0
0	1	1	1	1	1	0	0	1	0	1	1	9	38	0
0	0	1	1	0	1	0	0	1	0	1	0	17	40	0
1	0	1	1	0	0	0	0	0	1	0	0	11	34	0
1	1	0	0	1	0	0	0	1	1	0	0	11	47	0
1	0	1	0	1	0	1	0	1	0	1	0	15	39	0
0	0	0	1	0	0	0	1	0	1	0	1	14	37	0
0	1	0	1	0	1	1	1	0	1	1	0	9	37	0
1	1	0	1	0	1	1	0	0	1	0	1	12	35	0
1	0	0	1	1	0	1	1	1	1	0	0	12	40	0
0	1	0	1	1	1	1	1	0	1	0	0	14	39	0
1	0	0	1	0	1	1	0	1	1	0	1	13	31	0
1	0	1	0	1	0	0	0	0	0	1	0	9	38	0
1	0	0	0	1	1	0	1	0	0	1	1	10	46	0
0	1	1	0	1	1	1	0	1	0	1	1	12	35	0
0	0	1	0	0	0	1	0	0	1	1	0	15	27	0
0	1	0	0	0	0	0	1	1	1	1	0	14	37	0
1	1	1	1	0	1	0	1	1	0	0	1	9	42	0
1	1	0	0	0	1	1	1	1	0	0	0	18	31	0
0	1	0	0	0	0	0	1	0	0	1	1	9	33	0
0	0	1	1	0	1	1	1	1	0	0	1	5	51	0
1	1	1	1	0	1	1	1	0	0	0	0	16	50	0
1	1	0	0	0	1	0	1	0	0	1	0	10	35	0
0	0	1	0	0	1	0	1	0	0	1	0	15	40	0
0	0	0	0	0	0	0	0	0	1	1	0	12	30	0
0	1	0	0	1	1	0	1	0	1	0	0	19	36	0
1	0	1	1	1	0	0	0	0	1	0	1	14	44	0
0	0	1	0	0	0	1	0	1	0	0	1	6	34	0
0	0	1	1	1	1	1	1	0	1	0	0	15	36	0
0	1	1	0	0	1	0	1	0	0	1	1	12	25	0
1	0	0	1	1	0	0	0	0	1	0	0	12	35	0
1	1	0	0	0	0	0	1	0	0	1	0	14	47	0
0	0	0	1	1	1	0	0	0	1	0	1	13	39	0
1	1	0	1	0	0	1	0	0	0	1	1	11	40	0
0	0	0	0	0	0	1	0	0	0	1	0	12	33	0
1	1	0	0	1	1	1	1	1	1	0	1	12	31	0
0	1	1	0	0	0	1	0	0	1	0	0	11	38	0
1	1	0	0	0	0	1	1	1	1	0	1	13	46	0
1	1	0	0	0	1	0	1	1	0	0	0	11	38	0
0	1	1	0	1	0	0	1	1	1	1	1	10	44	0
1	0	0	0	0	1	0	1	0	1	0	1	12	36	0
0	1	1	0	1	1	0	1	1	1	1	0	17	37	0
0	1	0	0	0	0	1	0	0	0	1	0	11	30	0
0	1	1	1	1	0	0	1	1	1	0	0	6	41	0
0	1	0	1	0	1	1	0	1	1	1	0	11	42	0
1	1	0	0	0	0	0	1	0	0	1	1	13	42	0
0	1	1	0	1	1	1	0	0	1	1	0	13	40	0
0	1	0	1	0	0	1	0	1	0	1	0	16	44	0
0	0	0	1	1	1	0	0	0	0	0	1	10	48	0
0	0	1	0	1	0	1	1	0	1	0	1	12	32	0
0	1	0	1	1	1	0	1	0	0	1	0	6	33	0
0	1	1	0	1	0	0	0	0	0	0	0	8	35	0
1	0	1	1	0	0	1	0	1	0	1	0	11	41	0
1	0	1	1	0	1	0	1	1	0	0	1	15	36	0
0	1	0	0	1	0	0	1	0	1	1	1	9	35	0
0	0	0	1	1	0	1	0	0	0	1	0	11	39	0
0	1	0	0	1	0	0	1	0	1	0	1	5	29	0
1	0	1	0	0	1	0	0	0	0	1	0	13	32	0
0	0	1	1	1	1	1	1	0	1	1	1	16	34	0
0	0	0	0	1	0	0	0	1	0	0	0	10	42	0
1	0	1	1	0	0	0	0	0	1	1	1	9	41	0
0	1	1	0	1	1	0	1	1	1	1	1	14	41	0
0	0	1	1	0	1	0	0	0	0	1	1	15	36	0
0	1	1	1	1	1	0	0	0	1	1	1	14	36	0
0	1	0	0	1	1	1	0	0	1	0	0	18	32	0
1	0	0	0	1	1	1	0	0	1	1	0	12	33	0
1	1	0	0	1	0	1	1	0	0	1	0	15	45	0
1	1	0	0	1	1	0	0	0	0	0	0	17	28	0
1	0	1	1	1	0	1	0	1	1	0	0	9	36	0
1	0	0	0	1	0	1	0	0	0	1	1	15	25	0
1	0	1	0	0	1	0	0	1	1	1	0	10	34	0
0	1	0	0	1	0	1	1	0	0	0	1	16	42	0
1	1	0	0	1	0	1	0	0	0	0	0	8	49	0
1	0	0	1	1	1	0	0	1	0	0	1	19	42	0
0	1	0	0	1	1	1	1	0	0	1	1	11	38	0
1	0	0	0	1	1	0	1	1	1	0	1	8	40	0
1	0	1	0	1	1	1	0	1	1	0	0	6	29	0
0	0	1	1	1	1	1	0	0	0	0	1	14	38	0
0	1	1	1	0	1	1	1	1	1	1	0	12	45	0
1	1	0	1	1	1	0	0	0	1	0	1	10	35	0
0	0	0	0	0	1	0	1	1	0	1	1	10	42	0
1	1	1	0	0	1	1	1	1	1	0	1	12	32	0
1	0	1	1	0	1	1	1	0	0	0	0	11	33	0
1	1	1	1	1	1	0	1	0	0	0	1	10	29	0
0	0	0	1	0	0	1	0	0	1	1	1	9	28	0
0	1	1	0	1	0	1	0	0	0	0	0	10	46	0
0	1	0	0	1	1	1	0	1	1	1	0	12	44	0
0	0	0	1	1	1	1	1	1	1	0	0	13	39	0
0	1	0	0	1	1	0	1	0	1	1	1	14	41	0
0	0	0	1	1	0	1	1	0	0	0	1	16	41	0
1	0	0	0	0	1	1	1	1	1	1	1	9	33	0
1	0	1	1	0	1	0	1	0	0	1	0	7	43	0
0	0	1	1	0	0	1	1	0	1	1	1	9	44	0
1	0	0	1	1	1	0	0	1	1	1	0	15	29	0
1	0	0	0	0	0	0	0	1	0	1	1	9	30	0
0	1	0	0	0	0	0	0	1	1	1	0	14	44	0
0	1	1	1	1	1	1	1	1	0	0	1	7	36	0
1	0	1	1	1	1	1	0	1	0	1	0	17	37	0
1	1	1	0	1	0	0	0	1	0	1	1	14	43	0
0	0	0	0	0	1	1	1	0	1	1	0	9	36	0
1	0	1	1	1	0	0	0	0	1	1	0	10	49	0
1	1	1	1	1	1	1	0	1	1	1	0	9	43	0
0	1	0	1	0	0	1	0	0	1	1	1	10	30	0
0	0	1	1	1	0	0	0	1	1	1	0	14	42	0
0	1	0	0	1	0	0	1	0	0	1	1	9	33	0
1	0	1	0	0	1	1	1	0	0	1	0	8	34	0
0	0	1	0	0	1	1	1	1	1	0	1	9	43	0
1	1	0	1	1	0	1	0	1	0	1	0	11	31	0
1	0	1	0	0	1	0	1	0	1	1	1	12	39	0
1	1	0	1	0	0	1	1	1	0	1	1	11	35	0
0	1	0	1	1	0	0	0	1	0	1	1	17	33	0
0	0	1	0	1	0	0	1	1	0	1	1	11	35	0
0	1	1	0	1	1	1	1	1	0	0	1	19	36	0
0	1	0	0	0	0	0	0	1	0	1	1	14	36	0
1	1	0	1	0	0	0	1	1	0	0	0	10	30	0
0	1	1	0	1	0	1	0	1	1	1	0	18	28	0
1	1	1	0	1	0	0	0	0	0	1	0	12	40	0
0	0	1	1	0	1	0	0	1	1	0	1	16	38	0
0	1	1	0	0	1	1	0	0	0	1	1	14	36	0
0	0	0	1	1	0	0	1	1	0	0	0	11	42	0
0	1	0	0	1	0	0	0	1	1	0	1	5	38	0
0	1	0	1	1	0	1	1	1	1	0	1	12	28	0
0	1	1	0	1	0	0	1	0	1	1	1	22	43	0
1	1	0	1	1	1	0	1	1	0	1	0	9	37	0
1	0	0	0	0	0	1	1	1	1	1	0	15	37	0
1	0	0	0	1	1	1	1	0	0	0	0	7	29	0
0	0	1	1	0	0	0	1	1	0	1	0	15	35	0
1	0	0	1	1	0	1	1	0	1	1	1	11	41	0
0	0	1	1	0	0	0	1	1	0	1	1	16	45	0
0	1	1	0	1	1	1	0	0	0	0	1	4	38	0
1	0	0	1	1	1	1	0	0	0	0	1	12	31	0
1	0	1	1	1	0	0	1	1	1	0	0	10	45	0
0	0	0	1	1	1	1	1	1	1	1	1	8	43	0
0	0	0	0	0	1	0	0	0	1	0	0	7	40	0
0	0	0	0	0	1	1	1	0	1	0	1	11	37	0
1	1	1	1	1	0	0	1	0	0	0	1	13	29	0
0	1	0	1	1	0	1	0	0	0	0	0	9	40	0
1	0	0	1	1	1	1	1	1	0	1	0	16	32	0
1	0	1	1	1	0	1	1	1	1	1	1	11	33	0
0	1	0	0	0	0	1	1	1	0	1	1	12	34	0
0	1	0	1	0	1	0	1	0	1	0	1	13	45	0
1	1	0	1	1	0	0	0	0	0	0	1	17	30	0
0	1	0	0	0	0	1	1	0	0	0	1	12	31	0
0	0	0	0	1	1	0	1	0	1	0	1	9	47	0
0	0	0	1	1	0	1	0	0	0	0	1	14	31	0
0	1	1	0	0	1	1	1	0	1	0	1	10	35	0
0	1	0	1	1	0	0	0	0	0	0	1	9	37	0
0	0	0	0	1	0	0	1	1	0	1	0	15	33	0
1	1	0	0	0	1	0	0	0	1	0	1	14	36	0
1	1	0	0	0	1	1	1	0	0	0	1	11	29	0
1	1	0	1	1	1	1	0	0	1	1	0	11	45	0
0	0	1	1	1	0	0	0	0	1	0	1	11	30	0
1	1	1	0	0	0	0	1	1	1	1	1	11	42	0
0	0	1	1	1	0	1	0	1	1	1	0	16	37	0
0	0	1	1	1	0	0	1	0	0	1	1	14	34	0
1	0	1	0	1	1	1	1	1	1	1	1	12	36	0
1	1	1	1	1	1	0	0	1	1	1	0	12	32	0
0	0	0	1	1	0	1	0	1	0	0	0	11	39	0
1	0	1	0	1	0	1	1	1	0	1	1	7	38	0
0	0	1	0	1	1	0	1	0	1	0	1	15	33	0
1	1	1	0	1	1	1	0	1	0	0	1	15	36	0
1	1	1	1	0	0	0	0	1	1	0	0	9	33	0
1	1	1	0	1	1	1	1	0	1	1	0	13	33	0
0	1	0	1	0	0	1	1	1	1	1	0	16	40	0
0	1	1	0	1	0	0	1	1	0	0	0	17	31	0
0	0	1	0	1	1	1	1	1	1	0	1	14	55	0
0	0	1	1	0	0	0	0	0	1	1	0	13	31	0
1	1	0	1	0	1	1	0	1	0	0	1	9	42	0
1	0	0	0	0	1	0	0	1	1	0	0	16	34	0
1	0	1	1	0	1	0	1	1	1	1	1	13	28	0
0	1	0	1	0	1	1	1	0	0	1	0	14	46	0
0	0	0	0	1	1	1	1	0	1	0	0	13	31	0
1	0	0	0	0	0	0	0	1	1	1	1	6	37	0
1	0	0	1	1	1	0	0	1	0	1	0	14	36	0
0	1	0	1	1	1	1	0	1	1	1	0	17	42	0
1	1	1	0	1	1	1	1	0	1	1	1	8	28	0
0	1	1	1	0	1	0	0	1	0	1	0	10	27	0
0	1	0	0	1	1	0	1	1	1	0	0	13	36	0
1	0	0	0	0	1	0	1	1	1	1	0	9	32	0
1	1	0	0	1	1	1	0	1	1	0	0	18	33	0
0	0	0	1	0	1	1	0	1	0	1	0	15	34	0
1	0	0	0	1	1	0	1	1	1	1	1	10	38	0
0	0	0	0	0	1	1	1	1	0	1	1	12	39	0
1	0	0	1	1	1	1	0	0	0	0	0	19	40	0
0	1	1	0	1	0	0	0	1	0	1	0	10	33	0
0	0	0	0	1	0	0	0	0	0	1	1	9	38	0
0	0	0	1	1	0	0	0	0	1	0	0	12	32	0
1	0	0	1	0	1	0	0	0	1	0	1	11	29	0
1	0	1	1	1	1	0	0	0	1	1	1	12	30	0
0	0	0	0	1	1	1	1	1	1	1	1	19	28	0
0	1	1	1	1	0	1	0	1	0	1	0	14	37	0
1	1	0	0	1	0	1	1	0	1	1	1	14	33	0
1	0	1	0	0	0	1	1	0	0	1	1	13	37	0
1	0	0	1	1	0	1	1	1	1	1	0	11	39	0
0	0	1	0	0	1	1	1	0	1	1	1	19	33	0
0	0	0	1	1	0	1	1	0	1	0	0	11	27	0
0	1	1	1	0	0	0	0	1	0	0	0	10	32	0
1	1	0	1	1	0	0	0	0	0	1	0	13	29	0
1	0	0	1	1	1	1	0	1	0	1	1	18	30	0
0	0	0	1	0	1	0	0	1	0	1	1	3	36	0
0	1	0	0	0	1	1	0	0	0	1	0	19	42	0
1	0	1	1	0	0	0	1	1	0	0	1	7	42	0
1	0	1	0	1	1	0	1	0	1	0	0	10	44	0
0	1	0	0	1	1	1	0	1	1	1	1	14	34	0
1	1	1	0	1	1	0	0	0	1	1	0	10	43	0
0	1	0	1	1	1	0	0	1	1	0	1	13	32	0
0	0	1	1	0	1	0	0	1	0	0	0	12	47	0
1	0	1	0	0	1	0	0	0	0	1	1	17	31	0
0	0	0	1	1	1	0	1	1	0	0	0	9	45	0
